
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
714,2024-10-15,,자은도,전라남도 신안군 구영리,목포기상대(165),34.8791,126.0287,1.96,,,,
714,2020-10-23,2024-10-15,자은도,전라남도 신안군 구영리,목포기상대(165),34.8791,126.0287,1.96,,,,
714,2013-10-02,2020-10-23,자은도,전라남도 신안군 구영리,목포기상대(165),34.8791,126.0287,4.3,,,,
714,1990-05-12,2013-10-02,자은도,전라남도 신안군 구영리,목포기상대(165),34.8845,126.0474,18.42,,,,
715,2011-11-08,2014-05-09,진도읍,전라남도 진도군 남동리,진도기상대(175),34.4731,126.2585,5.4,,,,
715,2007-08-13,2011-11-08,진도읍,전라남도 진도군 동외리,진도기상대(175),34.479,126.2691,12.44,,,,
715,2001-12-13,2007-08-13,진도읍,전라남도 진도군 동외리,진도기상대(175),34.4795,126.2687,12,,,,
715,1990-06-06,2001-12-13,대흑산도,전라남도 전라남도 전라남도,목포기상대(165),34.680,125.450,70,,,,
716,2021-08-10,,하의도,전라남도 신안군 후광리,목포기상대(165),34.6307,126.032,2.58,,,,
716,2020-10-23,2021-08-10,하의도,전라남도 신안군 후광리,목포기상대(165),34.6307,126.032,2.58,,,,
716,2012-11-28,2020-10-23,하의도,전라남도 신안군 후광리,목포기상대(165),34.6307,126.032,5.12,,,,
716,1990-05-10,2012-11-28,하의도,전라남도 신안군 웅곡리,목포기상대(165),34.6069,126.0366,11.25,,,,
717,2022-10-08,,의신,전라남도 진도군 연주리,목포기상대(165),34.4275,126.3098,11.7,,,,
717,2020-10-23,2022-10-08,의신,전라남도 진도군 연주리,목포기상대(165),34.4275,126.3098,11.7,,,,
717,2015-07-13,2020-10-23,의신,전라남도 진도군 연주리,목포기상대(165),34.4274,126.3096,12,,,,
717,2012-09-27,2015-07-13,의신,전라남도 진도군 연주리,진도기상대(175),34.4274,126.3096,12,,,,
717,2002-01-29,2012-09-27,임회,전라남도 진도군 석교리,진도기상대(175),34.4064,126.1902,20.34,,,,
717,1998-05-18,2002-01-29,임회,전라남도 진도군 석교리,목포기상대(165),34.400,126.1915,30,,,,
717,1995-11-08,1998-05-18,임회,전라남도 진도군 석교리,완도기상대(170),34.400,126.1915,30,,,,
718,2023-11-01,,상조도,전라남도 진도군 맹성리,목포기상대(165),34.333,126.0365,6.42,,,,
718,2020-10-23,2023-11-01,상조도,전라남도 진도군 맹성리,목포기상대(165),34.333,126.0365,6.42,,,,
718,2019-11-15,2020-10-23,상조도,전라남도 진도군 맹성리,목포기상대(165),34.3328,126.0361,7,,,,
718,2015-07-13,2019-11-15,상조도,전라남도 진도군 맹성리,목포기상대(165),34.3328,126.0361,7,,,,
718,2013-12-04,2015-07-13,상조도,전라남도 진도군 맹성리,진도기상대(175),34.3328,126.0361,7,,,,
718,2002-01-29,2013-12-04,하조도,전라남도 진도군 창유리,진도기상대(175),34.2966,126.0473,24.13,,,,
718,1998-05-18,2002-01-29,하조도,전라남도 진도군 창유리,목포기상대(165),34.2833,126.050,34,,,,
718,1997-11-20,1998-05-18,하조도,전라남도 진도군 창유리,완도기상대(170),34.2833,126.050,34,,,,
718,1995-05-24,1997-11-20,하조도,전라남도 진도군 창유리,완도기상대(170),34.3096,126.0448,50,,,,
719,2020-02-28,,선유도,,전주기상대(146),35.8088,126.3977,11.45,,,,
719,2015-07-13,2020-02-28,선유도,전라북도 군산시 장자도리,전주기상대(146),35.8118,126.3977,11.45,,,,
719,2007-10-09,2015-07-13,선유도,전라북도 군산시 장자도리,군산기상대(140),35.8118,126.3977,11.45,,,,
719,1994-12-24,2007-10-09,선유도,전라북도 군산시 장자도리,군산기상대(140),35.820,126.400,12,,,,
720,2021-08-10,,보길도,전라남도 완도군 부황리,목포기상대(165),34.1549,126.5499,27.12,,,,
720,2015-07-13,2021-08-10,보길도,전라남도 완도군 부황리,목포기상대(165),34.1549,126.5499,27.12,,,,
720,2013-12-21,2015-07-13,보길도,전라남도 완도군 부황리,완도기상대(170),34.1549,126.5499,27.12,,,,
720,2003-03-13,2013-12-21,보길도,전라남도 완도군 부황리,완도기상대(170),34.1691,126.5676,9.27,,,,
720,1995-11-06,2003-03-13,보길도,전라남도 완도군 정자리,완도기상대(170),34.1678,126.5544,15,,,,
721,2021-08-12,,금일,전라남도 완도군 신구리,목포기상대(165),34.339,127.0283,4.17,,,,
721,2020-10-23,2021-08-12,금일,전라남도 완도군 신구리,목포기상대(165),34.339,127.0283,4.17,,,,
721,2015-07-13,2020-10-23,금일,전라남도 완도군 신구리,목포기상대(165),34.3391,127.0282,1.38,,,,
721,2011-12-10,2015-07-13,금일,전라남도 완도군 신구리,완도기상대(170),34.3391,127.0282,1.38,,,,
721,1995-11-09,2011-12-10,금일,전라남도 완도군 화목리,완도기상대(170),34.349,127.0298,10.3,,,,
722,2021-10-15,,조선대,광주광역시 동구 서석동,광주지방기상청(156),35.1368,126.9288,110.87,,,,
722,2020-09-22,2021-10-15,조선대,광주광역시 동구 서석동,광주지방기상청(156),35.1368,126.9288,110.87,,,,
722,1999-06-30,2020-09-22,조선대,광주광역시 동구 서석동,광주지방기상청(156),35.1368,126.9288,107.94,,,,
722,1995-02-03,1999-06-30,학동,광주광역시 동구 학동,광주지방기상청(156),35.090,126.910,35,,,,
723,2024-10-15,,거문도,전라남도 여수시 거문리,여수기상대(168),34.0279,127.309,6.7,,,,
723,2020-10-23,2024-10-15,거문도,전라남도 여수시 거문리,여수기상대(168),34.0279,127.309,6.7,,,,
723,2019-02-06,2020-10-23,거문도,전라남도 여수시 거문리,여수기상대(168),34.0279,127.309,9.24,,,,
723,2007-10-16,2019-02-06,거문도,전라남도 여수시 거문리,여수기상대(168),34.0279,127.309,9.24,,,,
723,1991-03-08,2007-10-16,거문도,전라남도 여수시 거문리,여수기상대(168),34.0236,127.3064,8,,,,
724,2019-12-11,,추자도,제주특별자치도 제주시 영흥리,제주지방기상청(184),33.9578,126.3016,8.1,,,,
724,2016-05-26,2019-12-11,추자도,제주특별자치도 제주시 영흥리,제주지방기상청(184),33.9578,126.3016,8.1,,,,
724,2009-06-29,2016-05-26,추자도,제주특별자치도 제주시 대서리,제주지방기상청(184),33.959,126.2978,9.75,,,,
724,2005-12-23,2009-06-29,추자도,제주특별자치도 제주시 대서리,제주지방기상청(184),33.9591,126.2927,18,,,,
724,1991-10-22,2005-12-23,추자도,제주특별자치도 제주시 영흥리,제주지방기상청(184),33.9547,126.3006,58,,,,
725,2023-11-01,,우도,제주특별자치도 제주시 연평리,제주지방기상청(184),33.5229,126.9541,9.23,,,,
725,2020-10-27,2023-11-01,우도,제주특별자치도 제주시 연평리,제주지방기상청(184),33.5229,126.9541,9.23,,,,
725,2016-05-05,2020-10-27,우도,제주특별자치도 제주시 연평리,제주지방기상청(184),33.5229,126.9541,9.23,,,,
725,2015-07-13,2016-05-05,우도,제주특별자치도 제주시 서광리,제주지방기상청(184),33.5065,126.9534,6.36,,,,
725,1990-06-01,2015-07-13,우도,제주특별자치도 제주시 서광리,성산지역기상서비스센터(188),33.5065,126.9534,38.48,,,,
726,2023-11-01,,마라도,제주특별자치도 서귀포시 가파리,제주지방기상청(184),33.1221,126.2679,11.58,,,,
726,2020-11-04,2023-11-01,마라도,제주특별자치도 서귀포시 가파리,제주지방기상청(184),33.1221,126.2679,11.58,,,,
726,2016-11-06,2020-11-04,마라도,제주특별자치도 서귀포시 가파리,제주지방기상청(184),33.1221,126.2679,11.58,,,,
726,2015-07-13,2016-11-06,마라도,제주특별자치도 서귀포시 가파리,제주지방기상청(184),33.1171,126.2673,25.5,,,,
726,2008-12-26,2015-07-13,마라도,제주특별자치도 서귀포시 가파리,고산지역기상서비스센터(185),33.1171,126.2673,25.5,,,,
726,1990-06-02,2008-12-26,마라도,제주특별자치도 서귀포시 가파리,고산지역기상서비스센터(185),33.1137,126.2714,44,,,,
727,2023-11-30,,유수암,제주특별자치도 제주시 유수암리,제주지방기상청(184),33.4099,126.3929,425.21,,,,
727,2010-11-16,2023-11-30,유수암,제주특별자치도 제주시 유수암리,제주지방기상청(184),33.4099,126.3929,425.21,,,,
727,1998-05-01,2010-11-16,유수암,제주특별자치도 제주시 유수암리,제주지방기상청(184),33.390,126.3949,422,,,,
727,1991-06-03,1998-05-01,애월,제주특별자치도 제주시 애월리,제주지방기상청(184),33.400,126.380,447,,,,
729,1991-11-20,2010-11-30,순창,전라북도 순창군 복실리,남원기상대(247),35.380,127.130,100,,,,
730,2023-10-25,,장성,전라남도 장성군 와룡리,광주지방기상청(156),35.2794,126.7611,43.95,,,,
730,2020-10-23,2023-10-25,장성,전라남도 장성군 와룡리,광주지방기상청(156),35.2794,126.7611,43.95,,,,
730,2010-12-09,2020-10-23,장성,전라남도 장성군 와룡리,광주지방기상청(156),35.2794,126.761,38.2,,,,
730,1991-11-20,2010-12-09,장성,전라남도 장성군 유탕리,광주지방기상청(156),35.320,126.820,66,,,,
731,2023-10-27,,영암,전라남도 영암군 망호리,목포기상대(165),34.8167,126.6863,4.58,,,,
731,2020-10-23,2023-10-27,영암,전라남도 영암군 망호리,목포기상대(165),34.8167,126.6863,4.58,,,,
731,2017-08-25,2020-10-23,영암,전라남도 영암군 망호리,목포기상대(165),34.8167,126.6863,2.2,,,,
731,2015-06-29,2017-08-25,영암,전라남도 영암군 망호리,목포기상대(165),34.8167,126.6864,3.9,,,,
731,2003-03-20,2015-06-29,영암,전라남도 영암군 동무리,목포기상대(165),34.7998,126.7013,26.41,,,,
731,1991-11-10,2003-03-20,영암,전라남도 영암군 동무리,목포기상대(165),34.7947,126.7036,18,,,,
732,2022-10-17,,보성,전라남도 보성군 옥평리,여수기상대(168),34.7619,127.0921,145.53,,,,
732,2020-10-23,2022-10-17,보성,전라남도 보성군 옥평리,여수기상대(168),34.7619,127.0921,145.53,,,,
732,2011-08-19,2020-10-23,보성,전라남도 보성군 옥평리,여수기상대(168),34.762,127.0922,146.32,,,,
732,2010-10-05,2011-08-19,보성,전라남도 보성군 옥평리,여수기상대(168),34.7623,127.0911,159.74,,,,
732,1991-11-20,2010-10-05,보성,전라남도 보성군 옥평리,완도기상대(170),34.770,127.080,159,,,,
733,2012-10-10,,함라,,전주기상대(146),36.0461,126.8917,49.12,,,,
733,1992-12-07,2012-10-10,함열,전라북도 익산시 다송리,전주기상대(146),36.0412,126.959,15.85,,,,
734,2019-04-26,,완주,,전주기상대(146),35.9855,127.2457,64.36,,,,
734,2017-03-03,2019-04-26,완주,전라북도 완주군 소향리,전주기상대(146),35.9855,127.2457,64.36,,,,
734,2012-10-09,2017-03-03,완주,전라북도 완주군 구만리,전주기상대(146),35.9064,127.1654,43,,,,
734,2007-07-23,2012-10-08,완주,전라북도 완주군 읍내리,전주기상대(146),35.9765,127.205,60.79,,,,
734,1992-12-07,2007-07-23,고산,전라북도 완주군 읍내리,전주기상대(146),35.9728,127.2112,53,,,,
735,2021-07-28,,덕유산,,전주기상대(146),35.8942,127.7731,660.36,,,,
735,2020-10-23,2021-07-28,덕유산,전라북도 무주군 삼공리,전주기상대(146),35.8942,127.7731,660.36,,,,
735,2015-10-27,2020-10-23,덕유산,전라북도 무주군 삼공리,전주기상대(146),35.8942,127.7731,658,,,,
735,2015-07-13,2015-10-27,덕유산,전라북도 무주군 삼공리,전주기상대(146),35.9008,127.7755,599.27,,,,
735,2003-07-01,2015-07-13,덕유산,전라북도 무주군 삼공리,추풍령지역기상서비스센터(135),35.9008,127.7755,599.27,,,,
735,1992-12-07,2003-07-01,덕유산,전라북도 무주군 삼공리,전주기상대(146),35.9037,127.7711,645,,,,
736,2020-10-23,,진봉,,전주기상대(146),35.8468,126.784,2.16,,,,
736,2017-08-25,2020-10-23,진봉,전라북도 김제시 고사리,전주기상대(146),35.8468,126.784,6,,,,
736,2015-07-13,2017-08-25,진봉,전라북도 김제시 고사리,전주기상대(146),35.8468,126.784,6,,,,
736,2011-10-31,2015-07-13,진봉,전라북도 김제시 고사리,군산기상대(140),35.8468,126.784,6,,,,
736,1991-11-29,2011-10-31,진봉,전라북도 김제시 고사리,군산기상대(140),35.870,126.750,14,,,,
737,2020-10-23,,김제,,전주기상대(146),35.8091,126.8777,54.61,,,,
737,2015-07-13,2020-10-23,김제,전라북도 김제시 서암동,전주기상대(146),35.809,126.8777,51.44,,,,
737,2011-12-07,2015-07-13,김제,전라북도 김제시 서암동,군산기상대(140),35.8092,126.8778,51,,,,
737,1992-11-09,2011-12-07,김제,전라북도 김제시 교동,군산기상대(140),35.7943,126.8769,26.83,,,,
738,2020-11-02,,줄포,,전주기상대(146),35.5795,126.6739,16,,,,
738,2020-10-23,2020-11-02,줄포,전라북도 부안군 장동리,전주기상대(146),35.5989,126.6998,20.1,,,,
738,2015-07-13,2020-10-23,줄포,전라북도 부안군 장동리,전주기상대(146),35.5989,126.6998,19.85,,,,
738,2011-10-21,2015-07-13,줄포,전라북도 부안군 장동리,고창기상대(172),35.6094,126.7108,9.7,,,,
738,1992-11-09,2011-10-21,줄포,전라북도 부안군 줄포리,고창기상대(미사용 251),35.5904,126.6775,11.92,,,,
739,2020-09-26,,심원,,전주기상대(146),35.5225,126.5467,12.57,,,,
739,2015-07-13,2020-09-26,심원,전라북도 고창군 도천리,전주기상대(146),35.5225,126.5467,9,,,,
739,2011-12-05,2015-07-13,심원,전라북도 고창군 도천리,고창기상대(172),35.5225,126.5467,9,,,,
739,1992-12-07,2011-12-05,월산,전라북도 고창군 월산리,고창기상대(미사용 251),35.5243,126.5511,18.27,,,,
741,2020-10-23,,화순,전라남도 화순군 삼천리,광주지방기상청(156),35.0567,126.9852,94.82,,,,
741,2013-12-28,2020-10-23,화순,전라남도 화순군 삼천리,광주지방기상청(156),35.0568,126.9843,93.91,,,,
741,2007-08-21,2013-12-27,화순,전라남도 화순군 삼천리,광주지방기상청(156),35.0592,126.9841,78.03,,,,
741,1992-12-07,2007-08-21,화순,전라남도 화순군 삼천리,광주지방기상청(156),35.050,126.980,72,,,,
742,2020-10-23,,운남,전라남도 무안군 성내리,목포기상대(165),34.9389,126.3306,12,,,,
742,2020-02-27,2020-10-23,운남,전라남도 무안군 성내리,목포기상대(165),34.9389,126.3306,10.9,,,,
742,2014-12-10,2020-02-27,운남,전라남도 무안군 성내리,목포기상대(165),34.9389,126.3306,10.9,,,,
742,2007-09-13,2014-12-10,운남,전라남도 무안군 연리,목포기상대(165),34.9626,126.3432,26.29,,,,
742,2000-09-01,2007-09-13,운남,전라남도 무안군 연리,목포기상대(165),34.950,126.350,25,,,,
742,1992-11-07,2000-09-01,운남,전라남도 무안군 연리,무안기상대(미사용 164),34.950,126.350,20,,,,
743,2024-10-15,,비금,전라남도 신안군 지당리,목포기상대(165),34.7726,125.9469,8.2,,,,
743,2017-08-25,2024-10-15,비금,전라남도 신안군 지당리,목포기상대(165),34.7726,125.9469,8.2,,,,
743,2015-05-28,2017-08-25,비금,전라남도 신안군 지당리,목포기상대(165),34.7734,125.946,8,,,,
743,2011-11-09,2015-05-28,비금,전라남도 신안군 지당리,목포기상대(165),34.7741,125.9464,10,,,,
743,1992-10-13,2011-11-09,비금,전라남도 신안군 덕산리,목포기상대(165),34.7555,125.9266,17.39,,,,
744,2023-10-26,,산이,전라남도 해남군 덕송리,목포기상대(165),34.6725,126.4365,5.59,,,,
744,2020-10-23,2023-10-26,산이,전라남도 해남군 덕송리,목포기상대(165),34.6725,126.4365,5.59,,,,
744,2015-07-13,2020-10-23,산이,전라남도 해남군 덕송리,목포기상대(165),34.6725,126.4364,1,,,,
744,2014-12-13,2015-07-13,산이,전라남도 해남군 덕송리,진도기상대(175),34.6725,126.4364,1,,,,
744,1993-09-15,2014-12-13,화원,전라남도 해남군 청용리,진도기상대(175),34.6709,126.3276,15.34,,,,
745,2023-08-18,,성전,전라남도 강진군 성전리,목포기상대(165),34.685,126.7255,49,,,,
745,2021-10-15,2023-08-18,성전,전라남도 강진군 송월리,목포기상대(165),34.6998,126.7048,79.59,,,,
745,2020-09-18,2021-10-15,성전,전라남도 강진군 송월리,목포기상대(165),34.6998,126.7048,79.59,,,,
745,2015-07-13,2020-09-18,성전,전라남도 강진군 송월리,목포기상대(165),34.6998,126.7048,80,,,,
745,2012-09-19,2015-07-13,성전,전라남도 강진군 송월리,완도기상대(170),34.6998,126.7048,80,,,,
745,2003-03-24,2012-09-19,강진,전라남도 강진군 평동리,완도기상대(170),34.6352,126.7728,20.12,,,,
745,1992-11-06,2003-03-24,강진,전라남도 강진군 평동리,완도기상대(170),34.6383,126.7608,49,,,,
746,2024-10-15,,땅끝,전라남도 해남군 미야리,목포기상대(165),34.3818,126.5159,8.82,,,,
746,2020-10-23,2024-10-15,땅끝,전라남도 해남군 미야리,목포기상대(165),34.3818,126.5159,8.82,,,,
746,2015-07-13,2020-10-23,땅끝,전라남도 해남군 미야리,목포기상대(165),34.382,126.5159,9,,,,
746,2012-11-30,2015-07-13,땅끝,전라남도 해남군 미야리,완도기상대(170),34.382,126.5159,9,,,,
746,2003-03-10,2012-11-30,땅끝,전라남도 해남군 산정리,완도기상대(170),34.3695,126.5169,14.48,,,,
746,1999-06-30,2003-03-10,땅끝,전라남도 전라남도 전라남도,완도기상대(170),34.295,126.5278,13,,,,
746,1999-03-08,1999-06-30,갈두,전라남도 전라남도 전라남도,완도기상대(170),34.300,126.5333,13,,,,
746,1997-04-01,1999-03-08,갈두,전라남도 전라남도 전라남도,완도기상대(170),34.300,126.5333,13,,,,
746,1992-11-07,1997-04-01,마삭도,전라남도 전라남도 전라남도,완도기상대(170),34.500,126.870,13,,,,
747,2024-10-15,,청산도,전라남도 완도군 도청리,목포기상대(165),34.1829,126.858,24.76,,,,
747,2020-10-23,2024-10-15,청산도,전라남도 완도군 도청리,목포기상대(165),34.1829,126.858,24.76,,,,
747,2019-11-14,2020-10-23,청산도,전라남도 완도군 도청리,목포기상대(165),34.1834,126.8585,26,,,,
747,2015-07-13,2019-11-14,청산도,전라남도 완도군 도청리,목포기상대(165),34.1834,126.8585,26,,,,
747,2011-10-20,2015-07-13,청산도,전라남도 완도군 도청리,완도기상대(170),34.1834,126.8585,26,,,,
747,1992-11-08,2011-10-19,청산도,전라남도 완도군 도청리,완도기상대(170),34.1799,126.859,19.62,,,,
748,2024-10-15,,벌교,전라남도 보성군 장양리,여수기상대(168),34.8369,127.3631,1.6,,,,
748,2011-11-17,2024-10-15,벌교,전라남도 보성군 벌교읍,여수기상대(168),34.8369,127.3631,1.6,,,,
748,2007-09-12,2011-11-17,벌교,전라남도 보성군 벌교리,여수기상대(168),34.8493,127.3592,43.26,,,,
748,1998-05-21,2007-09-12,벌교,전라남도 보성군 벌교리,여수기상대(168),34.830,127.350,26,,,,
748,1992-12-07,1998-05-21,벌교,전라남도 보성군 벌교리,완도기상대(170),34.830,127.350,12,,,,
749,2020-10-23,,도양,전라남도 고흥군 봉암리,여수기상대(168),34.5347,127.1272,24.96,,,,
749,2020-02-27,2020-10-23,도양,전라남도 고흥군 봉암리,여수기상대(168),34.5347,127.1272,29.3,,,,
749,2017-08-25,2020-02-27,도양,전라남도 고흥군 봉암리,여수기상대(168),34.5347,127.1272,29.3,,,,
749,2011-12-14,2017-08-25,도양,전라남도 고흥군 봉암리,여수기상대(168),34.5348,127.1272,24.8,,,,
749,2007-08-09,2011-12-14,도양,전라남도 고흥군 봉암리,여수기상대(168),34.5295,127.1386,10.4,,,,
749,1992-12-07,2007-08-09,도양,전라남도 고흥군 봉암리,여수기상대(168),34.530,127.130,11,,,,
750,2021-09-01,,백야,전라남도 여수시 안포리,여수기상대(168),34.6278,127.6357,23,,,,
750,2020-10-23,2021-09-01,백야,전라남도 여수시 안포리,여수기상대(168),34.6308,127.6256,35.71,,,,
750,1992-12-07,2020-10-23,백야,전라남도 여수시 안포리,여수기상대(168),34.6308,127.6256,34.87,,,,
751,2024-10-15,,와산,제주특별자치도 제주시 와산리,제주지방기상청(184),33.4793,126.6939,248,,,,
751,2023-11-30,2024-10-15,와산,제주특별자치도 제주시 와산리,제주지방기상청(184),33.4793,126.6939,248,,,,
751,2023-04-11,2023-11-30,와산,제주특별자치도 제주시 와산리,제주지방기상청(184),33.4793,126.6939,248,,,,
751,2014-09-25,2023-04-11,선흘,제주특별자치도 제주시 선흘리,제주지방기상청(184),33.4821,126.709,251.09,,,,
751,1991-10-24,2014-09-25,선흘,제주특별자치도 제주시 선흘리,제주지방기상청(184),33.4585,126.7119,340.6,,,,
752,2023-11-30,,서광,제주특별자치도 서귀포시 서광리,제주지방기상청(184),33.3046,126.306,188.42,,,,
752,2015-07-13,2023-11-30,서광,제주특별자치도 서귀포시 서광리,제주지방기상청(184),33.3046,126.306,188.42,,,,
752,2013-12-03,2015-07-13,서광,제주특별자치도 서귀포시 서광리,고산지역기상서비스센터(185),33.3046,126.3111,187,,,,
752,1992-11-30,2013-12-03,서광,제주특별자치도 서귀포시 서광리,고산지역기상서비스센터(185),33.285,126.3022,143.5,,,,
753,2012-11-06,,어리목,제주특별자치도 제주시 해안동,제주지방기상청(184),33.393,126.4959,967.83,,,,
753,1992-11-30,2012-11-06,어리목,제주특별자치도 제주시 해안동,제주지방기상청(184),33.3921,126.4941,968.28,,,,
754,2020-10-23,,함평,전라남도 함평군 기각리,광주지방기상청(156),35.0604,126.5273,10.42,,,,
754,2020-02-04,2020-10-23,함평,전라남도 함평군 기각리,광주지방기상청(156),35.0602,126.5264,11,,,,
754,2015-07-13,2020-02-04,함평,전라남도 함평군 기각리,광주지방기상청(156),35.0602,126.5264,11,,,,
754,2010-12-10,2015-07-13,함평,전라남도 함평군 기각리,고창기상대(172),35.0602,126.5264,11,,,,
754,2010-10-05,2010-12-10,함평,전라남도 함평군 기각리,고창기상대(미사용 251),35.064,126.523,21,,,,
754,2007-08-31,2010-10-05,함평,전라남도 함평군 기각리,목포기상대(165),35.0635,126.5225,21,,,,
754,2000-09-01,2007-08-31,함평,전라남도 함평군 기각리,목포기상대(165),35.0635,126.5225,21,,,,
754,1993-03-26,2000-09-01,함평,전라남도 함평군 기각리,무안기상대(미사용 164),35.0635,126.5225,23,,,,
755,2023-08-01,,백아면,전라남도 화순군 용곡리,광주지방기상청(156),35.1596,127.0853,187.32,,,,
755,2020-10-23,2023-08-01,화순북,전라남도 화순군 옥리,광주지방기상청(156),35.1596,127.0853,185.01,,,,
755,2010-12-01,2020-10-23,화순북,전라남도 화순군 옥리,광주지방기상청(156),35.1594,127.0853,190.4,,,,
755,1992-12-12,2010-12-01,화순북,전라남도 화순군 이천리,광주지방기상청(156),35.170,127.130,253,,,,
756,2023-11-01,,위도,,전주기상대(146),35.6015,126.282,4.22,,,,
756,2020-10-23,2023-11-01,위도,전라북도 부안군 진리,전주기상대(146),35.6015,126.282,4.22,,,,
756,2019-11-14,2020-10-23,위도,전라북도 부안군 진리,전주기상대(146),35.6015,126.282,6.26,,,,
756,2015-07-13,2019-11-14,위도,전라북도 부안군 진리,전주기상대(146),35.6015,126.282,6.26,,,,
756,2012-11-30,2015-07-13,위도,전라북도 부안군 진리,고창기상대(172),35.6015,126.2819,17,,,,
756,1993-10-05,2012-11-30,위도,전라북도 부안군 진리,고창기상대(172),35.6028,126.2931,16.84,,,,
757,2020-01-03,,진안주천,,전주기상대(146),35.9744,127.436,269.51,,,,
757,2016-08-01,2020-01-03,진안주천,전라북도 진안군 신양리,전주기상대(146),35.9744,127.436,269.51,,,,
757,2015-12-23,2016-08-01,주천,전라북도 진안군 신양리,전주기상대(146),35.9744,127.436,259.02,,,,
757,2010-12-03,2015-12-23,주천,전라북도 진안군 신양리,전주기상대(146),35.9744,127.436,259.02,,,,
757,2007-07-20,2010-12-03,주천,전라북도 진안군 주양리,전주기상대(146),35.9715,127.4254,284,,,,
757,1993-11-13,2007-07-20,주양,전라북도 진안군 주양리,전주기상대(146),35.9715,127.4254,284,,,,
758,2021-10-15,,동향,,전주기상대(146),35.8352,127.5712,320.61,,,,
758,2020-02-05,2021-10-15,동향,전라북도 진안군 대량리,전주기상대(146),35.8352,127.5712,320.16,,,,
758,2010-07-26,2020-02-05,동향,전라북도 진안군 대량리,전주기상대(146),35.8352,127.5712,320.16,,,,
758,2007-07-24,2010-07-26,동향,전라북도 진안군 대량리,전주기상대(146),35.8355,127.5682,325,,,,
758,1993-11-13,2007-07-24,동향,전라북도 진안군 대량리,전주기상대(146),35.8355,127.5682,325,,,,
759,2024-09-25,,뱀사골,,전주기상대(146),35.3716,127.5783,478.65,,,,
759,2020-10-23,2024-09-25,뱀사골,,전주기상대(146),35.3716,127.5783,478.65,,,,
759,2015-07-13,2020-10-23,뱀사골,전라북도 남원시 부운리,전주기상대(146),35.3716,127.5783,480.56,,,,
759,2009-05-25,2015-07-13,뱀사골,전라북도 남원시 부운리,남원기상대(247),35.3716,127.5783,480.56,,,,
759,2007-08-02,2009-05-25,뱀사골,전라북도 남원시 부운리,남원기상대(247),35.370,127.600,463,,,,
759,1993-11-13,2007-08-02,뱀사골,전라북도 남원시 부운리,전주기상대(146),35.370,127.600,463,,,,
760,2021-10-15,,복흥,,전주기상대(146),35.4274,126.9327,281.93,,,,
760,2020-10-23,2021-10-15,복흥,전라북도 순창군 정산리,전주기상대(146),35.4274,126.9327,281.93,,,,
760,2020-02-04,2020-10-23,복흥,전라북도 순창군 정산리,전주기상대(146),35.4274,126.9327,286.25,,,,
760,2015-07-13,2020-02-04,복흥,전라북도 순창군 정산리,전주기상대(146),35.4274,126.9327,286.25,,,,
760,2011-11-28,2015-07-13,복흥,전라북도 순창군 정산리,정읍기상대(245),35.4274,126.9327,286.25,,,,
760,2007-08-01,2011-11-28,복흥,전라북도 순창군 정산리,정읍기상대(245),35.4321,126.9298,292.58,,,,
760,1993-11-13,2007-08-01,복흥,전라북도 순창군 정산리,전주기상대(146),35.430,126.930,297,,,,
761,2020-10-23,,태인,,전주기상대(146),35.6508,126.9346,14.7,,,,
761,2019-11-27,2020-10-23,태인,전라북도 정읍시 태창리,전주기상대(146),35.6508,126.9346,13.53,,,,
761,2015-07-13,2019-11-27,태인,전라북도 정읍시 태창리,전주기상대(146),35.6508,126.9346,13.53,,,,
761,2011-12-13,2015-07-13,태인,전라북도 정읍시 태창리,정읍기상대(245),35.6508,126.9346,13.53,,,,
761,2007-07-25,2011-12-13,태인,전라북도 정읍시 태창리,정읍기상대(245),35.6507,126.9325,20.44,,,,
761,1998-10-15,2007-07-25,태인,전라북도 정읍시 태창리,전주기상대(146),35.647,126.8863,17,,,,
761,1993-11-13,1998-10-15,태인,전라북도 전라북도 전라북도,전주기상대(146),35.630,126.950,57,,,,
762,2024-06-01,,임실강진,,전주기상대(146),35.5517,127.187,146.5,,,,
762,2020-10-23,2024-06-01,강진면,,전주기상대(146),35.5198,127.1261,165.32,,,,
762,2020-02-04,2020-10-23,강진면,전라북도 임실군 용수리,전주기상대(146),35.5198,127.1261,169.02,,,,
762,2015-12-24,2020-02-04,강진면,전라북도 임실군 용수리,전주기상대(146),35.5198,127.1261,169.02,,,,
762,2015-07-13,2015-12-24,강진면,전라북도 임실군 용수리,전주기상대(146),35.5198,127.1261,169.02,,,,
762,2011-12-14,2015-07-13,강진면,전라북도 임실군 용수리,정읍기상대(245),35.5198,127.1261,169.02,,,,
762,2007-08-01,2011-12-14,강진면,전라북도 임실군 용수리,정읍기상대(245),35.5424,127.1116,232.32,,,,
762,1993-11-13,2007-08-01,섬진댐,전라북도 임실군 용수리,전주기상대(146),35.5388,127.1136,228,,,,
763,2024-10-15,,여산,,전주기상대(146),36.0592,127.062,38,,,,
763,2009-12-08,2024-10-15,여산,,전주기상대(146),36.0592,127.062,38,,,,
